Hourly Dry Bulb (deg C),Hourly Wet Bulb (deg C),Hourly Direct Normal Irradiance (W/m2),Hourly Diffuse Horizontal Irradiance (W/m2),Hourly Global Horizontal Irradiance (W/m2),Hourly Albedo,Hourly Wind Speed (m/s),Hourly Ground Temp (deg C),Hourly Mains Water Temp (deg C)
20.45833333,11.6385116,0,0,0,0.18,6.2,20.088,20.43956824
20,11.16183619,0,0,0,0.18,6.7,20.088,20.43956824
19.00833333,11.71946281,0,0,0,0.18,3.6,20.088,20.43956824
18.00833333,11.19422241,0,0,0,0.18,2.1,20.088,20.43956824
17.8,10.47764231,0,0,0,0.18,0,20.088,20.43956824
16.51666667,10.34045561,0,0,0,0.18,3.6,20.088,20.43956824
14.9,10.61941656,0,0,0,0.18,2.1,20.088,20.43956824
14.75,10.6922402,0,0,0,0.18,1.5,20.088,20.40655581
14.00833333,10.10880206,0,0,0,0.18,0,20.088,20.40655581
12.36666667,8.757799823,0,0,0,0.18,1.5,20.088,20.40655581
12.34166667,8.786192629,0,0,0,0.18,0,20.088,20.40655581
12.45,9.007363475,0,0,0,0.18,0,20.088,20.40655581
12.84166667,9.23202704,0,0,0,0.18,0,20.088,20.40655581
13.00833333,9.712984591,63,2,3,0.18,0,20.088,20.40655581
14.725,11.23721783,434,55,144,0.18,1.5,20.088,20.40655581
16.74166667,12.86113844,598,98,325,0.18,1.5,20.088,20.40655581
18.19166667,13.90200367,630,138,465,0.18,2.1,20.088,20.40655581
21.46666667,12.97662021,622,176,559,0.18,0,20.088,20.40655581
23.94166667,12.21760067,509,234,572,0.18,0,20.088,20.40655581
25.1,13.02314023,454,265,564,0.18,0,20.088,20.40655581
26.24166667,13.68616927,534,212,533,0.18,1.5,20.088,20.40655581
26.35,14.4608504,510,179,432,0.18,2.6,20.088,20.40655581
25.45833333,13.7790126,501,132,306,0.18,7.2,20.088,20.40655581
24.00833333,12.29672948,204,106,140,0.18,6.2,20.088,20.40655581
22.01666667,11.30112712,0,0,0,0.18,6.7,20.088,20.40655581
20.80833333,11.22839784,0,0,0,0.18,5.7,20.088,20.40655581
20.25,11.16203602,0,0,0,0.18,3.6,20.088,20.40655581
19.00833333,11.02423041,0,0,0,0.18,2.6,20.088,20.40655581
18.3,10.86033333,0,0,0,0.18,1.5,20.088,20.40655581
17.01666667,10.73990924,0,0,0,0.18,0,20.088,20.40655581
15.45833333,10.29104137,0,0,0,0.18,0,20.088,20.40655581
15,10.34228583,0,0,0,0.18,0,20.088,20.37341509
14.00833333,9.538627012,0,0,0,0.18,2.1,20.088,20.37341509
13.3,9.665530392,0,0,0,0.18,0,20.088,20.37341509
13.94166667,11.21832501,0,0,0,0.18,0,20.088,20.37341509
13.46666667,10.97910499,0,0,0,0.18,1.5,20.088,20.37341509
12.8,10.03316329,0,0,0,0.18,1.5,20.088,20.37341509
13.09166667,10.08653466,60,2,2,0.18,0,20.088,20.37341509
14.93333333,11.93664002,407,57,139,0.18,2.6,20.088,20.37341509
16.74166667,13.38045286,411,132,287,0.18,2.1,20.088,20.37341509
17.55,14.27837115,414,204,417,0.18,2.1,20.088,20.37341509
18.44166667,15.38556825,421,251,508,0.18,2.6,20.088,20.37341509
19.54166667,16.1730109,431,269,554,0.18,2.6,20.088,20.37341509
20,16.05785227,454,261,558,0.18,2.1,20.088,20.37341509
20.35,15.94375346,295,271,447,0.18,2.1,20.088,20.37341509
23.16666667,15.57387493,340,222,389,0.18,5.2,20.088,20.37341509
23.71666667,14.60103566,279,167,263,0.18,5.2,20.088,20.37341509
21.16666667,13.60484905,241,109,149,0.18,6.2,20.088,20.37341509
18.36666667,12.29559122,0,0,0,0.18,6.7,20.088,20.37341509
16.26666667,11.63919831,0,0,0,0.18,7.7,20.088,20.37341509
14.60833333,11.44444264,0,0,0,0.18,6.2,20.088,20.37341509
13.25833333,11.26764422,0,0,0,0.18,6.2,20.088,20.37341509
12.45,11.0402137,0,0,0,0.18,6.2,20.088,20.37341509
11.90833333,10.80135706,0,0,0,0.18,6.7,20.088,20.37341509
11.7,10.71533787,0,0,0,0.18,5.2,20.088,20.37341509
11.05833333,10.24915861,0,0,0,0.18,4.6,20.088,20.34015588
10.6,9.913101862,0,0,0,0.18,4.1,20.088,20.34015588
10.6,9.760793847,0,0,0,0.18,3.1,20.088,20.34015588
10.25,9.513388511,0,0,0,0.18,3.1,20.088,20.34015588
9.65,8.922812885,0,0,0,0.18,1.5,20.088,20.34015588
9.75,8.715253826,0,0,0,0.18,0,20.088,20.34015588
10.64166667,9.428466369,0,1,1,0.18,2.6,20.088,20.34015588
11.74166667,10.32105433,0,45,45,0.18,1.5,20.088,20.34015588
12.2,10.80563913,0,94,94,0.18,1.5,20.088,20.34015588
12.55,11.09174219,0,132,132,0.18,0,20.088,20.34015588
13.73333333,11.62543492,12,213,220,0.18,5.2,20.088,20.34015588
14.75,11.85659077,156,321,423,0.18,7.2,20.088,20.34015588
15.35,12.12950043,85,309,364,0.18,7.2,20.088,20.34015588
15.89166667,12.48519987,190,288,400,0.18,7.2,20.088,20.34015588
15.80833333,12.44791784,555,201,471,0.18,7.2,20.088,20.34015588
15.25,12.22869177,341,158,274,0.18,7.2,20.088,20.34015588
14.35833333,11.85569956,11,104,105,0.18,7.2,20.088,20.34015588
13.25833333,11.39668194,0,0,0,0.18,7.2,20.088,20.34015588
12.45,11.04286879,0,0,0,0.18,8.2,20.088,20.34015588
12.2,10.92199138,0,0,0,0.18,7.7,20.088,20.34015588
11.90833333,10.80325249,0,0,0,0.18,5.7,20.088,20.34015588
11.7,10.71702889,0,0,0,0.18,4.1,20.088,20.34015588
11.7,10.71720575,0,0,0,0.18,4.1,20.088,20.34015588
11.05833333,10.25056758,0,0,0,0.18,2.1,20.088,20.34015588
10.89166667,10.04464166,0,0,0,0.18,3.6,20.088,20.30678804
10.80833333,9.699657197,0,0,0,0.18,0,20.088,20.30678804
9.9,8.916747774,0,0,0,0.18,2.1,20.088,20.30678804
10.1,9.554468528,0,0,0,0.18,4.6,20.088,20.30678804
10.6,10.25887712,0,0,0,0.18,3.6,20.088,20.30678804
10.89166667,10.39477629,0,0,0,0.18,4.6,20.088,20.30678804
11.1,10.69484741,0,1,1,0.18,4.6,20.088,20.30678804
11.45,10.98066931,0,51,51,0.18,2.6,20.088,20.30678804
12.34166667,11.32806666,6,120,122,0.18,2.6,20.088,20.30678804
13.09166667,11.66453394,256,244,374,0.18,1.5,20.088,20.30678804
13.94166667,12.04077876,593,207,565,0.18,1.5,20.088,20.30678804
14.75,12.48213306,515,231,566,0.18,2.6,20.088,20.30678804
15,12.66994165,515,245,577,0.18,3.1,20.088,20.30678804
16.63333333,12.90328961,98,283,341,0.18,7.7,20.088,20.30678804
16.80833333,12.55640484,354,221,391,0.18,4.1,20.088,20.30678804
16.45,12.26605427,321,159,267,0.18,5.2,20.088,20.30678804
16.05833333,12.00018848,0,84,84,0.18,4.1,20.088,20.30678804
14.9,11.36411493,0,0,0,0.18,2.6,20.088,20.30678804
14.75,11.17771819,0,0,0,0.18,4.1,20.088,20.30678804
14.65,11.14329725,0,0,0,0.18,0,20.088,20.30678804
14.4,11.05586657,0,0,0,0.18,0,20.088,20.30678804
14.4,11.24305084,0,0,0,0.18,1.5,20.088,20.30678804
14.4,11.18965006,0,0,0,0.18,3.1,20.088,20.30678804
14.4,11.05586657,0,0,0,0.18,4.6,20.088,20.30678804
14.75,11.17592673,0,0,0,0.18,2.6,20.088,20.27332146
15,11.25923507,0,0,0,0.18,4.1,20.088,20.27332146
15,11.45168838,0,0,0,0.18,4.1,20.088,20.27332146
14.65,11.95940039,0,0,0,0.18,3.1,20.088,20.27332146
14.75,12.16698606,0,0,0,0.18,3.6,20.088,20.27332146
15,12.31775593,0,0,0,0.18,3.6,20.088,20.27332146
14.35833333,12.6933901,0,0,0,0.18,5.2,20.088,20.27332146
13.9,13.23900298,0,54,54,0.18,5.7,20.088,20.27332146
13.9,13.52012845,0,112,112,0.18,4.6,20.088,20.27332146
14.54166667,13.80942247,0,116,116,0.18,3.6,20.088,20.27332146
15.64166667,14.08285659,36,261,282,0.18,4.1,20.088,20.27332146
16.1,13.93317123,42,259,286,0.18,4.6,20.088,20.27332146
16.74166667,14.00078173,587,246,621,0.18,5.2,20.088,20.27332146
17.2,14.13746492,645,166,542,0.18,5.2,20.088,20.27332146
17.2,14.00223704,556,186,451,0.18,5.2,20.088,20.27332146
17.2,14.24337168,192,159,222,0.18,5.7,20.088,20.27332146
16.675,14.19414545,91,107,121,0.18,5.7,20.088,20.27332146
15.89166667,13.7296953,0,0,0,0.18,5.7,20.088,20.27332146
14.9,13.12954489,0,0,0,0.18,6.2,20.088,20.27332146
14.4,12.64928009,0,0,0,0.18,6.7,20.088,20.27332146
14.4,12.5220164,0,0,0,0.18,5.2,20.088,20.27332146
14.10833333,12.1887838,0,0,0,0.18,6.2,20.088,20.27332146
13.55,12.02491423,0,0,0,0.18,4.6,20.088,20.27332146
13.3,12.24010149,0,0,0,0.18,5.2,20.088,20.27332146
12.65833333,11.73728826,0,0,0,0.18,5.7,20.088,20.23976603
12.55,11.57754045,0,0,0,0.18,6.7,20.088,20.23976603
12.45,11.65777796,0,0,0,0.18,5.7,20.088,20.23976603
11.90833333,11.28166791,0,0,0,0.18,4.6,20.088,20.23976603
11.35,10.94056264,0,0,0,0.18,3.1,20.088,20.23976603
11.1,10.63623953,0,0,0,0.18,3.6,20.088,20.23976603
11.74166667,10.74661281,49,0,0,0.18,4.1,20.088,20.23976603
12.84166667,11.42418953,455,45,131,0.18,3.1,20.088,20.23976603
14.29166667,11.82093911,595,88,302,0.18,3.6,20.088,20.23976603
15.64166667,12.06370827,495,174,421,0.18,4.1,20.088,20.23976603
16.74166667,12.52206604,634,171,547,0.18,2.6,20.088,20.23976603
17.2,12.93152803,665,187,614,0.18,2.1,20.088,20.23976603
17.84166667,13.13614962,503,240,559,0.18,7.7,20.088,20.23976603
18.3,13.31080103,608,191,542,0.18,8.2,20.088,20.23976603
18.00833333,13.52944884,588,152,430,0.18,9.3,20.088,20.23976603
17.45,13.29781155,550,120,299,0.18,9.3,20.088,20.23976603
16.26666667,12.85755945,0,97,97,0.18,8.2,20.088,20.23976603
14.9,12.59596058,0,0,0,0.18,7.7,20.088,20.23976603
14.4,12.34175334,0,0,0,0.18,6.2,20.088,20.23976603
14.4,12.21308104,0,0,0,0.18,4.1,20.088,20.23976603
14.4,12.21308104,0,0,0,0.18,4.1,20.088,20.23976603
14.4,12.21255821,0,0,0,0.18,3.6,20.088,20.23976603
14.10833333,12.05918464,0,0,0,0.18,3.1,20.088,20.23976603
13.25833333,11.51783061,0,0,0,0.18,1.5,20.088,20.23976603
13.09166667,11.31202183,0,0,0,0.18,0,20.088,20.2061317
12.01666667,10.50649955,0,0,0,0.18,1.5,20.088,20.2061317
11.1,9.70675241,0,0,0,0.18,1.5,20.088,20.2061317
10.80833333,9.473009149,0,0,0,0.18,2.1,20.088,20.2061317
10.25,9.202147005,0,0,0,0.18,2.1,20.088,20.2061317
10.35,9.254845547,0,0,0,0.18,0,20.088,20.2061317
10.89166667,9.665017245,48,0,0,0.18,0,20.088,20.2061317
12.38333333,10.9831716,404,48,123,0.18,2.1,20.088,20.2061317
14.93333333,12.08346014,617,82,302,0.18,0,20.088,20.2061317
16.74166667,12.51179747,617,131,436,0.18,1.5,20.088,20.2061317
17.84166667,12.67513671,539,195,513,0.18,0,20.088,20.2061317
18.94166667,12.92994798,593,200,578,0.18,0,20.088,20.2061317
20.39166667,13.3504842,369,288,521,0.18,0,20.088,20.2061317
21.74166667,14.07259179,602,191,536,0.18,4.1,20.088,20.2061317
22.55,14.58541143,519,173,416,0.18,2.1,20.088,20.2061317
21.16666667,14.15743152,380,142,264,0.18,6.2,20.088,20.2061317
19.35833333,13.55080887,0,0,0,0.18,5.2,20.088,20.2061317
17.61666667,13.24821912,0,0,0,0.18,5.2,20.088,20.2061317
16.35,12.78792904,0,0,0,0.18,4.1,20.088,20.2061317
15.80833333,12.6309206,0,0,0,0.18,3.1,20.088,20.2061317
15.25,12.35524284,0,0,0,0.18,3.6,20.088,20.2061317
14.65,11.99465237,0,0,0,0.18,2.1,20.088,20.2061317
14.10833333,11.74888483,0,0,0,0.18,0,20.088,20.2061317
13.25833333,11.39119442,0,0,0,0.18,3.1,20.088,20.2061317
12.45,10.87256034,0,0,0,0.18,0,20.088,20.17242844
12.84166667,11.4695262,0,0,0,0.18,2.1,20.088,20.17242844
12.36666667,11.11721344,0,0,0,0.18,4.6,20.088,20.17242844
11.99166667,10.71854299,0,0,0,0.18,2.1,20.088,20.17242844
11.90833333,10.63901034,0,0,0,0.18,2.6,20.088,20.17242844
11.99166667,10.55560425,0,0,0,0.18,2.1,20.088,20.17242844
11.90833333,10.52308421,0,0,0,0.18,2.6,20.088,20.17242844
12.63333333,10.9975787,118,71,92,0.18,4.6,20.088,20.17242844
13.65,11.53831978,319,147,259,0.18,5.7,20.088,20.17242844
14.54166667,11.93393102,0,142,142,0.18,6.2,20.088,20.17242844
15.99166667,12.5745408,0,113,113,0.18,4.1,20.088,20.17242844
16.7,12.87437059,12,189,197,0.18,5.7,20.088,20.17242844
16.35,12.89791794,442,270,547,0.18,1.5,20.088,20.17242844
16.1,13.23598402,86,266,315,0.18,3.1,20.088,20.17242844
16.74166667,13.3896635,6,183,186,0.18,5.7,20.088,20.17242844
16.26666667,12.95387542,0,95,95,0.18,7.7,20.088,20.17242844
15.6,12.68065619,0,0,0,0.18,3.6,20.088,20.17242844
15.25,12.67580651,0,0,0,0.18,3.6,20.088,20.17242844
14.65,12.5845006,0,0,0,0.18,4.6,20.088,20.17242844
14.4,12.34259363,0,0,0,0.18,4.6,20.088,20.17242844
14.4,12.21449671,0,0,0,0.18,5.2,20.088,20.17242844
14.4,12.21486832,0,0,0,0.18,2.1,20.088,20.17242844
14.75,12.35718034,0,0,0,0.18,2.6,20.088,20.17242844
15,12.45663615,0,0,0,0.18,3.6,20.088,20.17242844
15,12.45663615,0,0,0,0.18,2.6,20.088,20.13866621
14.65,12.4982926,0,0,0,0.18,3.6,20.088,20.13866621
13.75833333,12.43494632,0,0,0,0.18,4.1,20.088,20.13866621
13.00833333,12.02143395,0,0,0,0.18,2.6,20.088,20.13866621
13.09166667,11.78230963,0,0,0,0.18,2.1,20.088,20.13866621
13.3,11.78053508,0,0,0,0.18,1.5,20.088,20.13866621
13.3,11.95052705,0,0,0,0.18,2.1,20.088,20.13866621
13.65,12.1788412,0,36,36,0.18,4.6,20.088,20.13866621
14.19166667,12.41132182,0,111,111,0.18,3.1,20.088,20.13866621
14.4,12.70144919,0,115,115,0.18,3.1,20.088,20.13866621
14.75,12.98133884,367,260,473,0.18,4.6,20.088,20.13866621
14.65,12.75858511,66,262,304,0.18,4.6,20.088,20.13866621
14.4,12.52277752,6,229,233,0.18,5.7,20.088,20.13866621
14.75,12.48671033,6,198,201,0.18,2.1,20.088,20.13866621
15.35,12.58783554,266,214,336,0.18,2.1,20.088,20.13866621
15.25,12.67476782,63,153,172,0.18,4.1,20.088,20.13866621
14.35833333,12.25046528,0,0,0,0.18,5.2,20.088,20.13866621
13.9,11.94909875,0,0,0,0.18,2.6,20.088,20.13866621
13.55,11.85163006,0,0,0,0.18,7.2,20.088,20.13866621
13.3,11.94941189,0,0,0,0.18,4.6,20.088,20.13866621
13.00833333,11.90128939,0,0,0,0.18,4.6,20.088,20.13866621
13.09166667,11.94981897,0,0,0,0.18,3.6,20.088,20.13866621
13.00833333,11.90128939,0,0,0,0.18,4.1,20.088,20.13866621
12.8,11.77911239,0,0,0,0.18,4.1,20.088,20.13866621
12.45,11.65645384,0,0,0,0.18,4.1,20.088,20.10485502
11.90833333,11.28060774,0,0,0,0.18,4.6,20.088,20.10485502
11.7,11.07651702,0,0,0,0.18,4.1,20.088,20.10485502
11.7,11.07651702,0,0,0,0.18,3.1,20.088,20.10485502
11.7,10.86554924,0,0,0,0.18,5.2,20.088,20.10485502
11.7,10.71424502,0,0,0,0.18,5.2,20.088,20.10485502
11.35,10.58421689,0,0,0,0.18,4.1,20.088,20.10485502
12.09166667,10.91795914,403,46,116,0.18,4.6,20.088,20.10485502
13.44166667,11.46569172,642,73,295,0.18,4.1,20.088,20.10485502
14.19166667,11.48884414,640,126,435,0.18,5.7,20.088,20.10485502
14.75,11.04957708,515,199,496,0.18,5.2,20.088,20.10485502
15.64166667,11.22650749,491,230,536,0.18,7.2,20.088,20.10485502
15.80833333,11.40810835,460,250,535,0.18,8.8,20.088,20.10485502
15.89166667,11.44020367,628,193,544,0.18,9.3,20.088,20.10485502
16.1,11.65904827,514,171,404,0.18,8.8,20.088,20.10485502
15.80833333,11.63930158,412,143,270,0.18,9.3,20.088,20.10485502
14.60833333,11.31821073,0,0,0,0.18,8.2,20.088,20.10485502
13.55,10.98610696,0,0,0,0.18,7.2,20.088,20.10485502
13.00833333,10.73056322,0,0,0,0.18,5.7,20.088,20.10485502
13.09166667,10.42156807,0,0,0,0.18,5.2,20.088,20.10485502
13.00833333,10.1879158,0,0,0,0.18,5.7,20.088,20.10485502
12.45,9.920860032,0,0,0,0.18,7.2,20.088,20.10485502
12.2,9.602719543,0,0,0,0.18,6.2,20.088,20.10485502
11.90833333,9.384479118,0,0,0,0.18,5.7,20.088,20.10485502
11.99166667,9.412180343,0,0,0,0.18,5.2,20.088,20.07100488
11.90833333,9.215468384,0,0,0,0.18,4.6,20.088,20.07100488
11.05833333,9.090330546,0,0,0,0.18,3.6,20.088,20.07100488
10.6,9.273963827,0,0,0,0.18,3.6,20.088,20.07100488
10.6,9.385278022,0,0,0,0.18,4.6,20.088,20.07100488
10.89166667,9.507624075,0,0,0,0.18,4.1,20.088,20.07100488
10.80833333,9.473009149,0,0,0,0.18,3.6,20.088,20.07100488
11.53333333,9.955625718,415,44,114,0.18,2.6,20.088,20.07100488
13.19166667,10.81555218,658,70,294,0.18,0,20.088,20.07100488
14.54166667,11.52735034,738,97,450,0.18,2.1,20.088,20.07100488
15,11.80731144,705,143,546,0.18,2.6,20.088,20.07100488
15.35,11.79779962,797,127,620,0.18,1.5,20.088,20.07100488
16.88333333,11.9188019,739,151,604,0.18,6.7,20.088,20.07100488
17.45,11.37614485,763,128,552,0.18,9.3,20.088,20.07100488
17.2,10.95835111,699,121,435,0.18,6.7,20.088,20.07100488
16.26666667,10.84871759,539,118,282,0.18,6.2,20.088,20.07100488
14.60833333,10.80873261,0,0,0,0.18,7.7,20.088,20.07100488
13.25833333,10.71015877,0,0,0,0.18,7.2,20.088,20.07100488
12.45,10.46662794,0,0,0,0.18,4.1,20.088,20.07100488
12.2,10.18557254,0,0,0,0.18,5.2,20.088,20.07100488
11.90833333,10.12540949,0,0,0,0.18,5.2,20.088,20.07100488
11.35,9.991065499,0,0,0,0.18,4.1,20.088,20.07100488
11.1,9.865757966,0,0,0,0.18,3.1,20.088,20.07100488
10.80833333,9.586248977,0,0,0,0.18,2.1,20.088,20.07100488
10.6,9.023243365,0,0,0,0.18,0,20.088,20.03712582
9.9,8.309848277,0,0,0,0.18,2.6,20.088,20.03712582
9.4,8.130900185,0,0,0,0.18,2.6,20.088,20.03712582
9.108333333,7.957396655,0,0,0,0.18,1.5,20.088,20.03712582
8.258333333,7.142772571,0,0,0,0.18,3.1,20.088,20.03712582
8.733333333,7.5980922,0,0,0,0.18,2.1,20.088,20.03712582
9.108333333,8.103438024,0,0,0,0.18,1.5,20.088,20.03712582
10.53333333,9.117428438,254,52,94,0.18,3.1,20.088,20.03712582
12.63333333,10.76259598,178,141,201,0.18,2.1,20.088,20.03712582
13.94166667,11.69348003,581,169,444,0.18,2.6,20.088,20.03712582
14.4,12.08642498,107,266,326,0.18,2.6,20.088,20.03712582
14.4,12.21524071,192,299,417,0.18,1.5,20.088,20.03712582
15.74166667,12.75594227,73,264,308,0.18,3.1,20.088,20.03712582
16.35,12.59699901,0,121,121,0.18,8.2,20.088,20.03712582
14.81666667,11.60463086,0,158,158,0.18,6.7,20.088,20.03712582
13.55,11.28686979,0,78,78,0.18,5.7,20.088,20.03712582
13.65,11.54096755,0,0,0,0.18,1.5,20.088,20.03712582
14.19166667,11.79849684,0,0,0,0.18,0,20.088,20.03712582
14.75,11.85419745,0,0,0,0.18,0,20.088,20.03712582
14.65,12.05339038,0,0,0,0.18,0,20.088,20.03712582
13.75833333,11.96678237,0,0,0,0.18,3.1,20.088,20.03712582
13.18333333,11.27078728,0,0,0,0.18,2.9,20.088,20.03712582
13.04166667,10.85111316,0,0,0,0.18,2.6,20.088,20.03712582
12.88333333,10.70406716,0,0,0,0.18,2.4,20.088,20.03712582
12.74166667,9.047130074,0,0,0,0.16,2.2,19.986,20.00322786
12.58333333,8.344482452,0,0,0,0.16,2,19.986,20.00322786
12.44166667,8.432287018,0,0,0,0.16,1.7,19.986,20.00322786
12.28333333,8.699059938,0,0,0,0.16,1.5,19.986,20.00322786
10.91666667,7.859208892,0,0,0,0.16,2.1,19.986,20.00322786
10,7.043678263,0,0,0,0.16,1.5,19.986,20.00322786
10,6.776939,0,0,0,0.16,0,19.986,20.00322786
11.28333333,8.273672266,452,35,108,0.16,0,19.986,20.00322786
13.83333333,9.596194982,634,73,282,0.16,0,19.986,20.00322786
15.64166667,10.58581557,755,91,443,0.16,0,19.986,20.00322786
16.74166667,10.39602619,799,108,557,0.16,2.6,19.986,20.00322786
17.84166667,9.757657127,791,121,602,0.16,0,19.986,20.00322786
19.29166667,10.42996852,824,115,611,0.16,2.1,19.986,20.00322786
20.35,10.94377645,789,111,540,0.16,2.6,19.986,20.00322786
20.6,10.70777853,662,124,415,0.16,0,19.986,20.00322786
20.6,10.59917285,445,128,258,0.16,0,19.986,20.00322786
18.96666667,11.12505764,0,0,0,0.16,4.6,19.986,20.00322786
16.80833333,10.61785741,0,0,0,0.16,5.2,19.986,20.00322786
15.80833333,9.725274344,0,0,0,0.16,5.7,19.986,20.00322786
15.25,9.525391803,0,0,0,0.16,5.2,19.986,20.00322786
15,9.01717091,0,0,0,0.16,0,19.986,20.00322786
13.71666667,8.264028955,0,0,0,0.16,1.5,19.986,20.00322786
13.09166667,8.093761338,0,0,0,0.16,2.1,19.986,20.00322786
12.65833333,8.974980144,0,0,0,0.16,2.1,19.986,20.00322786
12.2,8.449773666,0,0,0,0.16,2.6,19.986,19.96932105
11.55833333,7.496877347,0,0,0,0.16,2.1,19.986,19.96932105
10.80833333,7.321894381,0,0,0,0.16,0,19.986,19.96932105
10.25,7.150390766,0,0,0,0.16,1.5,19.986,19.96932105
10.35,7.784896945,0,0,0,0.16,0,19.986,19.96932105
10.25,8.307281081,0,0,0,0.16,0,19.986,19.96932105
10.35,8.934077735,0,0,0,0.16,1.5,19.986,19.96932105
11.53333333,9.963919993,411,38,103,0.16,0,19.986,19.96932105
13.19166667,10.65064902,533,94,268,0.16,0,19.986,19.96932105
14.54166667,10.5174764,754,99,448,0.16,2.1,19.986,19.96932105
15.35,10.69526756,822,98,557,0.16,2.1,19.986,19.96932105
16.24166667,11.75897258,845,104,614,0.16,1.5,19.986,19.96932105
17.34166667,12.13163552,837,105,605,0.16,0,19.986,19.96932105
18.09166667,11.84432043,814,101,540,0.16,0,19.986,19.96932105
18.65,12.56298982,618,140,408,0.16,1.5,19.986,19.96932105
19.19166667,13.16162258,560,108,270,0.16,2.6,19.986,19.96932105
18.46666667,13.23046216,0,0,0,0.16,5.2,19.986,19.96932105
16.80833333,13.40466323,0,0,0,0.16,7.2,19.986,19.96932105
15.10833333,12.74587513,0,0,0,0.16,7.2,19.986,19.96932105
14.4,11.85620746,0,0,0,0.16,3.6,19.986,19.96932105
14.4,11.47196379,0,0,0,0.16,5.2,19.986,19.96932105
13.75833333,12.37478731,0,0,0,0.16,3.6,19.986,19.96932105
13.65,13.31346951,0,0,0,0.16,2.6,19.986,19.96932105
13.9,13.52138206,0,0,0,0.16,5.7,19.986,19.96932105
14.19166667,13.86575162,0,0,0,0.16,4.6,19.986,19.93541544
14.4,13.88594522,0,0,0,0.16,7.7,19.986,19.93541544
14.10833333,13.21100354,0,0,0,0.16,8.2,19.986,19.93541544
13.55,12.73069095,0,0,0,0.16,8.8,19.986,19.93541544
13.3,12.14423088,0,0,0,0.16,11.3,19.986,19.93541544
13.3,11.5541556,0,0,0,0.16,12.9,19.986,19.93541544
13.00833333,10.94487765,0,0,0,0.16,11.8,19.986,19.93541544
12.8,10.34002896,348,48,102,0.16,11.8,19.986,19.93541544
13.09166667,10.39930567,316,156,258,0.16,7.7,19.986,19.93541544
13.65,10.60516102,0,73,73,0.16,9.3,19.986,19.93541544
13.9,10.73491938,379,240,450,0.16,8.8,19.986,19.93541544
14.19166667,10.64627881,96,258,316,0.16,5.7,19.986,19.93541544
14.10833333,10.38382874,0,95,95,0.16,1.5,19.986,19.93541544
13.9,10.47472422,49,230,257,0.16,4.1,19.986,19.93541544
13.9,10.91195004,223,237,333,0.16,3.1,19.986,19.93541544
13.25833333,11.0099559,0,51,51,0.16,9.3,19.986,19.93541544
11.51666667,10.18845519,0,0,0,0.16,6.2,19.986,19.93541544
10.6,9.649484389,0,0,0,0.16,4.1,19.986,19.93541544
10.89166667,9.618197229,0,0,0,0.16,3.6,19.986,19.93541544
10.80833333,9.471811184,0,0,0,0.16,5.2,19.986,19.93541544
10.89166667,9.820449118,0,0,0,0.16,6.7,19.986,19.93541544
10.80833333,10.00460616,0,0,0,0.16,4.6,19.986,19.93541544
10.89166667,9.886031664,0,0,0,0.16,4.6,19.986,19.93541544
11.1,9.864119397,0,0,0,0.16,5.2,19.986,19.93541544
10.80833333,9.894130697,0,0,0,0.16,3.1,19.986,19.90152105
10.89166667,9.729499321,0,0,0,0.16,3.1,19.986,19.90152105
10.80833333,9.628044316,0,0,0,0.16,3.1,19.986,19.90152105
10.6,9.649484389,0,0,0,0.16,4.1,19.986,19.90152105
9.9,9.170176779,0,0,0,0.16,2.6,19.986,19.90152105
9.108333333,8.680727425,0,0,0,0.16,0,19.986,19.90152105
10.18333333,8.877616354,0,0,0,0.16,4.1,19.986,19.90152105
11.45,9.203958948,0,27,27,0.16,8.2,19.986,19.90152105
11.7,9.483279944,0,95,95,0.16,8.2,19.986,19.90152105
11.7,9.766933576,162,222,296,0.16,9.8,19.986,19.90152105
11.99166667,9.991660388,130,271,343,0.16,8.8,19.986,19.90152105
12.55,10.10521845,78,281,328,0.16,8.2,19.986,19.90152105
13.09166667,10.39394209,91,299,353,0.16,8.2,19.986,19.90152105
13.65,10.72098723,247,261,392,0.16,8.8,19.986,19.90152105
13.9,10.6943912,45,201,220,0.16,10.3,19.986,19.90152105
13.9,10.60656049,0,112,112,0.16,9.8,19.986,19.90152105
12.61666667,10.37493888,0,0,0,0.16,5.7,19.986,19.90152105
11.99166667,10.10956141,0,0,0,0.16,8.8,19.986,19.90152105
12.2,10.23479655,0,0,0,0.16,7.7,19.986,19.90152105
12.2,10.35452218,0,0,0,0.16,6.2,19.986,19.90152105
12.2,10.18733521,0,0,0,0.16,5.7,19.986,19.90152105
12.2,10.23565353,0,0,0,0.16,4.6,19.986,19.90152105
12.2,10.18821348,0,0,0,0.16,5.2,19.986,19.90152105
12.55,10.2228467,0,0,0,0.16,5.7,19.986,19.90152105
12.45,10.17965614,0,0,0,0.16,3.1,19.986,19.86764792
10.56666667,9.219935757,0,0,0,0.16,0,19.986,19.86764792
9.108333333,8.435312626,0,0,0,0.16,2.6,19.986,19.86764792
9.891666667,8.600140041,0,0,0,0.16,1.5,19.986,19.86764792
9.258333333,8.045043187,0,0,0,0.16,1.5,19.986,19.86764792
8.941666667,7.641549909,0,0,0,0.16,0,19.986,19.86764792
10.1,8.538205306,0,0,0,0.16,0,19.986,19.86764792
